cntry,gndr,agea,atncrse,bthcld,eisced_grouped,happy,eisced,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
DE,Mujer,62,Sí,Sí,ISCED 6,2,6,3,4,2,2,2,3,5,1,5,1,1,2,2,1,4,5,4,2,2,2,2
DE,Hombre,67,No,No,ISCED 1-4,3,3,2,3,3,4,3,2,3,2,3,2,1,2,3,3,4,5,5,3,2,3,4
DE,Hombre,48,No,No,ISCED 5,3,5,2,3,2,5,3,3,3,2,2,2,2,2,2,2,5,3,5,2,2,3,2
DE,Mujer,60,No,Sí,ISCED 1-4,4,3,3,4,2,4,2,3,2,1,2,4,2,2,4,1,4,3,4,2,3,2,4
DE,Hombre,37,No,Sí,ISCED 6,8,6,2,2,2,4,1,1,6,5,5,4,1,2,6,1,5,6,5,2,1,3,3
DE,Mujer,43,No,Sí,ISCED 1-4,3,3,4,4,2,5,2,3,3,3,3,4,3,3,5,3,5,3,4,2,2,2,5
DE,Mujer,53,No,Sí,ISCED 1-4,2,3,4,4,3,3,2,4,3,2,3,3,2,2,3,3,5,3,3,2,2,3,3
DE,Mujer,43,Sí,Sí,ISCED 5,2,5,4,4,2,4,3,3,3,2,3,3,4,2,4,3,5,3,4,2,2,2,5
DE,Mujer,36,Sí,Sí,ISCED 6,4,6,3,6,1,4,2,2,3,2,1,4,1,1,4,2,5,1,5,2,4,1,4
DE,Hombre,56,No,Sí,ISCED 1-4,11,3,1,3,1,6,1,1,4,6,1,3,1,1,1,1,6,6,2,1,3,5,5
DE,Hombre,63,No,Sí,ISCED 5,2,5,2,5,3,5,2,3,2,2,3,3,2,2,3,2,5,2,3,2,1,2,4
DE,Hombre,55,Sí,Sí,ISCED 5,4,5,3,4,2,3,3,2,5,3,4,2,1,2,3,1,2,4,3,2,2,4,2
DE,Mujer,33,Sí,Sí,ISCED 5,2,5,2,6,3,4,2,2,4,2,2,2,2,2,4,1,5,3,5,1,2,2,3
DE,Hombre,55,No,No,ISCED 7,5,7,1,6,1,6,6,6,6,1,1,1,1,1,6,2,5,3,6,1,1,3,2
DE,Hombre,28,Sí,No,ISCED 5,6,5,1,3,1,3,4,2,5,4,5,2,2,2,4,3,3,5,5,2,1,5,1
DE,Mujer,76,No,No,ISCED 1-4,6,2,5,6,5,6,5,6,6,2,5,2,1,2,5,2,6,4,6,4,2,2,4
DE,Hombre,78,No,Sí,ISCED 7,3,7,2,5,2,3,2,4,2,2,2,1,2,2,2,1,5,2,2,2,1,2,2
DE,Mujer,65,No,Sí,ISCED 1-4,5,3,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1
DE,Mujer,16,No,No,ISCED 1-4,1,2,1,3,1,2,1,2,2,1,4,1,1,1,2,1,1,4,3,1,1,6,1
DE,Hombre,61,No,Sí,ISCED 5,5,5,4,6,1,5,4,4,5,1,1,5,1,3,4,2,5,5,5,2,1,3,5
DE,Hombre,26,No,Sí,ISCED 1-4,3,3,3,3,2,2,1,2,2,2,3,3,2,1,2,2,4,2,4,1,4,4,3
DE,Mujer,69,No,Sí,ISCED 1-4,2,3,1,5,2,6,6,3,6,2,2,2,2,1,5,2,6,5,6,1,1,2,2
DE,Hombre,66,No,Sí,ISCED 1-4,4,3,3,5,3,5,2,4,3,3,3,2,1,3,5,1,3,4,3,2,1,3,4
DE,Hombre,41,No,Sí,ISCED 1-4,4,3,2,5,2,3,5,2,5,2,5,2,1,2,4,3,4,3,2,2,2,4,2
DE,Mujer,70,No,Sí,ISCED 1-4,1,2,4,5,2,3,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2
DE,Hombre,23,Sí,No,ISCED 1-4,5,3,5,4,2,2,2,2,5,3,3,1,2,2,3,2,3,5,4,1,2,3,2
DE,Mujer,40,No,Sí,ISCED 1-4,3,3,2,4,2,5,2,3,3,2,2,5,6,1,5,3,6,1,5,1,5,1,5
DE,Hombre,28,No,No,ISCED 1-4,4,3,3,5,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,2,3,5,3
DE,Mujer,51,Sí,Sí,ISCED 5,7,5,1,5,2,1,1,3,4,1,1,5,1,1,1,1,5,1,2,1,1,1,2
DE,Hombre,57,No,Sí,ISCED 7,3,7,1,3,1,2,2,3,4,1,2,1,1,1,2,2,3,2,2,1,1,2,1
DE,Mujer,58,No,Sí,ISCED 1-4,10,3,1,5,1,5,5,2,6,1,2,1,1,1,5,1,1,6,5,2,3,5,1
DE,Mujer,43,No,Sí,ISCED 1-4,3,3,3,5,2,2,2,2,5,2,2,2,2,2,2,2,5,2,4,2,2,2,5
DE,Hombre,65,No,Sí,ISCED 1-4,2,3,2,4,2,5,2,2,5,3,3,2,3,2,4,2,5,2,5,2,3,3,4
DE,Hombre,41,Sí,Sí,ISCED 5,2,5,2,4,1,5,2,3,5,2,2,2,2,2,1,2,4,3,3,1,3,3,4
DE,Hombre,81,No,Sí,ISCED 5,5,5,3,2,2,2,2,2,4,2,2,3,1,2,2,1,2,1,1,1,1,1,1
DE,Hombre,19,Sí,No,ISCED 1-4,5,2,2,4,2,5,4,5,3,1,6,2,2,3,5,1,6,6,3,1,5,1,2
DE,Mujer,20,Sí,No,ISCED 1-4,2,4,2,5,2,3,3,2,4,2,4,3,2,1,4,4,4,5,4,2,3,3,2
DE,Hombre,70,No,Sí,ISCED 7,3,7,1,5,2,1,3,2,4,1,3,1,1,2,1,1,4,3,1,1,1,4,3
DE,Mujer,39,No,No,ISCED 6,3,6,3,5,4,3,2,4,3,3,3,3,1,1,3,2,5,4,3,1,2,4,4
DE,Hombre,22,Sí,No,ISCED 1-4,2,2,1,4,1,3,4,1,4,2,3,1,1,1,2,2,2,4,3,1,1,2,1
DE,Mujer,72,No,Sí,ISCED 1-4,3,3,2,5,2,6,3,4,3,2,1,5,5,2,6,1,6,2,5,1,2,3,6
DE,Mujer,61,No,No,ISCED 5,2,5,2,5,1,4,1,2,4,2,3,3,1,2,5,3,4,5,6,2,1,2,4
DE,Mujer,63,No,Sí,ISCED 1-4,5,3,3,5,5,5,2,3,5,3,2,3,2,1,5,1,6,3,5,2,2,2,3
DE,Hombre,46,Sí,No,ISCED 5,4,5,3,5,2,3,2,3,5,1,2,2,2,1,3,3,3,5,4,1,1,4,4
DE,Mujer,55,No,No,ISCED 5,2,5,2,3,2,6,2,3,2,2,2,2,2,2,4,1,6,4,4,1,2,1,3
DE,Hombre,49,Sí,Sí,ISCED 7,3,7,3,4,1,4,2,3,1,2,2,4,2,2,3,2,4,2,2,1,1,1,5
DE,Mujer,19,No,No,ISCED 1-4,4,2,3,6,1,3,3,1,6,3,3,1,1,3,3,3,1,6,6,1,3,6,1
DE,Mujer,53,Sí,Sí,ISCED 1-4,3,3,5,6,2,6,1,6,6,1,2,4,2,5,5,3,6,5,6,1,1,2,3
DE,Hombre,32,Sí,No,ISCED 1-4,3,4,1,5,2,5,5,2,5,2,2,1,2,3,5,4,2,5,4,2,1,4,2
DE,Hombre,81,No,Sí,ISCED 5,1,5,2,5,2,5,2,2,2,2,2,2,4,2,2,2,5,2,3,2,2,2,4
DE,Hombre,46,Sí,No,ISCED 5,1,5,2,5,2,5,3,4,2,1,2,1,2,2,2,2,6,2,3,1,4,5,2
DE,Mujer,48,Sí,Sí,ISCED 6,3,6,5,5,2,4,4,5,4,3,3,2,2,3,4,2,5,2,3,3,2,4,3
DE,Hombre,19,Sí,No,ISCED 1-4,2,4,2,2,2,2,3,2,4,2,6,2,2,2,2,3,2,3,2,1,2,2,2
DE,Hombre,21,Sí,No,ISCED 1-4,3,4,2,3,3,5,3,2,6,3,1,2,1,3,4,4,3,4,5,3,1,3,2
DE,Hombre,39,Sí,No,ISCED 5,4,5,2,3,2,2,4,2,2,4,3,2,2,2,2,2,3,5,3,2,3,3,2
DE,Mujer,26,Sí,No,ISCED 6,3,6,2,5,2,2,4,2,5,2,5,2,2,3,2,3,3,5,3,2,2,6,2
DE,Mujer,80,No,Sí,ISCED 1-4,6,3,2,6,4,5,2,4,2,2,2,2,2,2,5,1,6,4,4,2,2,3,4
DE,Hombre,59,No,Sí,ISCED 1-4,3,3,4,5,2,4,2,6,4,2,2,3,1,3,4,3,6,3,4,1,3,4,2
DE,Mujer,78,No,Sí,ISCED 1-4,3,3,1,5,3,4,1,2,6,1,5,3,1,2,4,2,5,2,2,2,1,3,1
DE,Hombre,64,No,No,ISCED 1-4,9,3,2,5,2,2,2,2,6,5,2,2,2,1,5,5,5,2,2,2,1,1,2
DE,Mujer,72,No,Sí,ISCED 6,3,6,2,5,2,5,5,5,2,2,3,3,2,2,5,2,5,2,4,2,2,2,5
DE,Mujer,69,No,Sí,ISCED 1-4,4,2,4,5,3,3,2,5,2,2,4,3,1,2,5,1,5,2,2,2,1,2,4
DE,Hombre,53,Sí,Sí,ISCED 7,2,7,3,5,1,4,5,1,3,1,5,3,3,2,5,1,5,5,2,1,1,3,3
DE,Hombre,68,No,Sí,ISCED 6,1,6,2,5,2,3,3,4,2,2,2,4,2,3,4,2,5,2,3,2,1,2,5
DE,Hombre,19,No,No,ISCED 1-4,4,2,3,5,2,3,3,4,4,2,2,2,2,3,4,3,2,4,5,2,4,4,2
DE,Hombre,35,Sí,No,ISCED 1-4,4,3,3,6,1,3,2,4,2,2,3,1,2,2,3,2,4,2,3,1,2,3,4
DE,Hombre,25,No,No,ISCED 5,3,5,3,3,2,6,2,3,5,2,2,1,2,1,2,1,5,4,3,1,2,3,2
DE,Mujer,37,Sí,No,ISCED 1-4,5,3,3,5,1,4,1,4,5,1,3,2,2,1,4,3,5,5,5,2,2,4,6
DE,Hombre,25,Sí,No,ISCED 1-4,1,2,2,4,2,2,4,1,3,2,5,2,5,2,2,2,1,5,5,2,3,5,2
DE,Hombre,46,Sí,Sí,ISCED 6,2,6,2,3,1,4,3,3,5,2,4,3,5,1,2,5,4,4,3,2,1,3,5
DE,Hombre,32,Sí,No,ISCED 1-4,2,3,3,3,4,1,3,5,2,2,3,1,2,2,1,1,4,2,2,2,3,2,2
DE,Mujer,67,No,No,ISCED 1-4,8,3,3,5,3,3,4,5,4,3,3,5,3,2,3,3,5,5,4,1,2,2,6
DE,Hombre,44,Sí,No,ISCED 1-4,3,3,3,5,2,4,3,5,5,2,2,3,1,2,3,2,5,2,5,2,2,2,5
DE,Mujer,53,Sí,Sí,ISCED 1-4,2,3,3,5,2,4,2,5,3,2,2,3,1,2,2,1,6,2,3,1,2,2,2
DE,Hombre,17,No,No,ISCED 1-4,2,2,2,4,1,2,3,2,3,1,2,2,3,1,2,2,3,2,5,1,2,4,2
DE,Hombre,83,No,No,ISCED 1-4,4,3,3,4,4,4,4,5,4,5,4,4,4,5,4,3,3,3,5,5,5,5,5
DE,Mujer,28,No,No,ISCED 1-4,3,2,2,5,1,5,3,2,6,1,3,2,1,2,4,2,3,3,4,1,1,6,1
DE,Hombre,64,No,Sí,ISCED 1-4,3,3,2,4,3,4,2,3,3,2,2,4,2,3,4,3,5,2,4,2,2,3,4
DE,Hombre,77,No,Sí,ISCED 5,3,5,3,4,4,3,2,2,2,2,2,2,3,2,2,2,5,2,2,2,3,2,3
DE,Mujer,75,No,Sí,ISCED 1-4,1,3,3,6,2,5,6,4,3,5,3,2,1,2,2,1,3,6,6,2,1,3,2
DE,Mujer,21,No,No,ISCED 1-4,5,4,1,3,1,4,3,4,5,4,3,2,1,1,2,2,3,5,4,1,2,3,2
DE,Mujer,55,Sí,Sí,ISCED 7,6,7,4,5,2,2,1,5,6,1,5,3,1,1,1,6,6,6,1,1,2,1,6
DE,Mujer,45,Sí,Sí,ISCED 1-4,3,3,2,5,3,6,6,1,3,1,2,2,1,3,4,3,4,4,4,1,1,4,4
DE,Mujer,34,No,Sí,ISCED 1-4,3,3,1,5,2,5,3,4,4,3,5,3,1,2,6,2,5,6,6,1,2,2,2
DE,Hombre,85,No,Sí,ISCED 6,1,6,1,4,1,4,2,1,2,1,3,1,1,1,1,1,2,2,2,1,1,1,1
DE,Mujer,15,No,No,ISCED 1-4,2,1,3,5,1,4,4,3,4,2,2,3,3,2,3,5,4,3,3,2,3,4,4
DE,Mujer,27,No,No,ISCED 1-4,4,2,3,3,3,2,2,2,5,1,3,1,2,3,2,3,3,5,1,2,3,3,2
DE,Hombre,42,Sí,Sí,ISCED 1-4,3,3,3,3,3,3,2,4,3,3,3,3,2,3,3,2,4,2,3,2,2,2,3
DE,Mujer,62,No,Sí,ISCED 1-4,3,3,2,6,2,3,1,5,5,1,2,2,2,1,3,1,5,4,2,1,2,2,4
DE,Mujer,35,No,No,ISCED 7,4,7,2,6,2,3,4,4,5,1,3,2,2,2,5,3,5,5,5,2,4,5,4
DE,Mujer,38,No,Sí,ISCED 1-4,1,3,2,5,2,2,2,3,5,2,2,5,2,2,1,2,5,5,2,2,2,3,3
DE,Hombre,69,No,Sí,ISCED 5,1,5,2,5,3,5,5,4,5,1,5,2,1,1,3,5,4,5,5,2,1,2,4
DE,Mujer,33,Sí,No,ISCED 6,2,6,1,6,2,5,5,1,4,1,1,4,1,2,2,2,2,6,5,1,2,5,4
DE,Mujer,39,No,Sí,ISCED 1-4,4,3,2,4,1,3,1,5,5,1,1,1,3,1,3,1,6,1,5,1,2,5,5
DE,Hombre,81,No,No,ISCED 1-4,2,3,2,2,3,3,4,3,2,4,2,3,1,2,2,1,2,3,1,2,1,1,1
DE,Mujer,39,No,Sí,ISCED 7,6,7,2,4,2,3,1,3,2,1,2,4,3,1,5,1,5,3,3,2,1,3,2
DE,Mujer,49,Sí,Sí,ISCED 1-4,3,3,2,5,1,2,2,1,2,1,3,2,1,2,3,2,4,2,2,1,2,1,2
DE,Hombre,52,Sí,Sí,ISCED 6,1,6,2,5,1,4,3,2,5,2,2,1,1,1,2,4,3,3,2,1,1,3,2
DE,Mujer,57,Sí,Sí,ISCED 5,2,5,4,5,2,5,2,4,4,2,2,3,3,2,2,1,6,2,2,1,2,3,4
DE,Hombre,70,No,Sí,ISCED 6,3,6,1,3,1,4,2,2,2,2,3,2,1,2,3,2,3,2,3,2,1,4,1
DE,Hombre,61,Sí,Sí,ISCED 1-4,3,3,2,5,2,2,2,2,2,2,2,2,2,2,3,2,5,2,5,2,2,5,2
DE,Hombre,68,Sí,Sí,ISCED 7,3,7,2,4,4,3,2,4,2,2,2,3,2,2,2,2,4,2,2,1,2,2,4
DE,Hombre,42,Sí,Sí,ISCED 1-4,3,3,1,5,2,5,1,3,4,2,2,2,1,1,5,1,5,1,5,1,1,5,3
DE,Hombre,48,No,Sí,ISCED 5,2,5,3,6,2,3,4,4,3,2,3,3,1,2,3,2,5,3,5,1,3,4,5
DE,Hombre,65,Sí,Sí,ISCED 6,4,6,2,5,2,5,2,2,5,2,3,2,1,3,5,2,6,3,6,1,1,4,3
DE,Hombre,42,Sí,Sí,ISCED 6,2,6,2,5,2,4,4,2,6,2,4,4,2,3,3,4,4,5,5,2,2,4,4
DE,Hombre,52,Sí,Sí,ISCED 7,2,7,3,4,1,5,3,6,4,1,4,1,2,3,4,4,5,3,3,1,2,2,2
DE,Hombre,52,No,Sí,ISCED 1-4,3,3,2,4,2,6,4,3,6,5,1,1,1,1,6,2,4,4,3,1,2,1,3
DE,Mujer,25,Sí,No,ISCED 6,4,6,1,5,1,5,5,2,6,1,2,3,1,1,2,2,5,5,5,1,2,4,2
DE,Hombre,18,No,No,ISCED 1-4,1,2,1,3,1,3,6,1,6,3,3,2,2,1,3,2,1,5,4,1,2,3,1
DE,Mujer,70,No,Sí,ISCED 1-4,3,3,2,2,5,5,1,1,4,2,3,1,2,3,3,1,3,1,3,2,2,2,2
DE,Mujer,51,Sí,Sí,ISCED 1-4,3,3,1,5,1,3,5,2,4,2,5,2,3,2,5,1,5,5,5,1,1,5,2
DE,Mujer,30,Sí,No,ISCED 7,5,7,2,6,1,4,3,3,4,1,2,3,1,1,4,5,5,2,6,3,1,5,5
DE,Mujer,52,Sí,Sí,ISCED 5,2,5,5,6,3,6,2,4,3,1,2,1,2,2,2,1,6,2,3,1,2,3,3
DE,Mujer,63,No,Sí,ISCED 1-4,1,3,1,5,1,5,3,3,5,1,3,3,2,2,4,2,5,4,4,2,1,2,2
DE,Mujer,31,Sí,Sí,ISCED 1-4,3,3,2,5,3,4,4,3,5,2,4,2,1,3,2,2,5,3,5,1,2,1,5
DE,Hombre,19,No,No,ISCED 1-4,2,2,2,5,2,5,2,2,2,1,2,2,2,2,4,2,2,2,4,1,1,5,2
DE,Hombre,31,Sí,Sí,ISCED 7,6,7,2,2,5,5,3,3,4,1,2,2,3,2,2,2,2,2,3,2,4,2,2
DE,Mujer,31,No,Sí,ISCED 1-4,1,3,2,2,3,2,3,3,3,2,2,1,4,4,2,2,5,3,2,1,1,1,4
DE,Hombre,51,No,Sí,ISCED 7,4,7,1,5,2,1,3,2,5,2,5,2,4,1,2,5,4,5,5,2,2,3,5
DE,Hombre,72,No,Sí,ISCED 5,5,5,4,3,2,2,2,3,2,2,2,2,2,2,2,2,4,3,3,2,3,1,3
DE,Mujer,56,Sí,Sí,ISCED 7,4,7,3,4,2,2,3,1,4,2,3,2,1,2,2,2,4,3,3,1,2,4,2
DE,Hombre,57,No,Sí,ISCED 1-4,1,3,2,5,1,4,1,5,2,1,1,3,1,2,5,1,6,3,4,1,1,3,3
DE,Hombre,36,No,No,ISCED 1-4,4,2,1,1,2,5,4,5,6,2,1,3,1,2,5,2,5,5,3,1,1,6,3
DE,Mujer,62,Sí,Sí,ISCED 7,2,7,3,5,2,2,2,2,2,2,1,2,1,1,3,3,5,3,3,1,2,4,2
DE,Mujer,19,Sí,No,ISCED 1-4,3,4,3,5,2,4,4,4,3,2,2,2,2,1,3,4,5,3,4,3,3,4,3
DE,Mujer,55,Sí,Sí,ISCED 6,2,6,2,4,1,2,4,1,3,1,3,1,1,1,2,2,3,3,1,1,2,4,2
DE,Mujer,20,Sí,No,ISCED 1-4,2,4,2,4,1,4,3,2,5,1,4,1,1,1,3,2,3,3,4,1,1,2,1
DE,Hombre,57,Sí,Sí,ISCED 5,4,5,3,5,2,4,4,3,2,2,3,2,2,1,3,5,4,2,2,1,1,3,3
DE,Hombre,40,Sí,Sí,ISCED 7,1,7,3,6,2,2,4,5,4,2,3,2,2,3,5,6,6,2,4,1,2,4,5
DE,Hombre,46,No,Sí,ISCED 1-4,4,3,2,5,3,1,2,2,5,3,4,4,2,1,2,2,5,5,4,1,3,5,5
DE,Mujer,38,No,Sí,ISCED 1-4,6,3,3,5,3,3,3,3,4,3,2,2,3,3,4,5,5,3,6,2,5,6,4
DE,Mujer,46,No,Sí,ISCED 5,4,5,3,4,2,5,1,3,4,1,2,3,3,1,4,3,5,2,4,1,2,2,5
DE,Hombre,45,Sí,No,ISCED 7,4,7,1,4,2,5,3,2,5,2,4,2,1,2,4,2,3,4,4,2,2,2,4
DE,Mujer,41,No,Sí,ISCED 1-4,4,3,2,3,1,3,2,2,2,3,3,2,2,1,2,1,5,4,2,2,1,2,2
DE,Mujer,25,Sí,Sí,ISCED 1-4,3,4,1,5,1,2,2,1,4,1,2,2,3,1,4,1,4,1,3,1,1,2,2
DE,Hombre,85,No,Sí,ISCED 5,3,5,2,5,3,5,2,6,2,4,1,4,2,3,5,2,6,2,5,1,3,2,5
DE,Hombre,30,No,No,ISCED 1-4,1,3,2,5,2,5,2,2,6,5,2,2,3,3,2,2,5,5,5,2,2,3,3
DE,Hombre,74,No,Sí,ISCED 5,3,5,2,5,2,5,2,2,2,5,2,2,2,2,2,2,3,2,2,2,1,1,2
DE,Hombre,28,Sí,No,ISCED 6,2,6,2,6,2,6,4,3,5,2,2,1,2,1,3,2,3,5,5,1,2,2,1
DE,Mujer,44,No,Sí,ISCED 1-4,8,3,3,4,5,5,2,3,5,2,3,6,4,2,1,2,3,5,5,1,1,1,5
DE,Hombre,79,No,Sí,ISCED 6,3,6,3,4,2,4,3,4,2,2,2,3,2,2,3,2,5,3,4,2,2,2,5
DE,Hombre,24,Sí,Sí,ISCED 1-4,1,3,3,5,1,6,5,2,2,1,1,1,1,1,6,4,2,1,1,1,4,1,3
DE,Mujer,27,No,Sí,ISCED 1-4,2,3,2,5,2,5,3,3,2,2,2,4,4,2,3,3,4,2,6,1,2,3,3
DE,Mujer,48,No,Sí,ISCED 5,2,5,5,5,1,5,4,5,5,3,4,3,2,2,5,3,6,4,3,1,2,2,5
DE,Mujer,49,No,Sí,ISCED 5,3,5,3,5,2,4,2,3,5,2,2,2,2,2,2,2,5,2,5,2,3,2,2
DE,Mujer,72,No,Sí,ISCED 1-4,3,3,4,5,2,3,1,2,3,2,2,3,2,2,4,3,5,4,5,2,2,2,3
DE,Hombre,22,No,No,ISCED 5,3,5,5,4,3,4,3,4,4,3,3,4,3,3,4,3,6,4,5,3,4,4,5
DE,Mujer,54,No,No,ISCED 1-4,3,3,2,5,2,5,1,5,5,2,1,4,2,2,6,2,6,4,5,2,2,2,4
DE,Mujer,23,No,No,ISCED 1-4,9,4,1,6,2,1,4,3,2,2,1,2,1,1,4,2,3,4,3,2,1,6,1
DE,Hombre,18,No,No,ISCED 1-4,4,2,2,3,1,1,1,4,5,3,1,1,1,1,3,1,6,1,3,1,2,4,2
DE,Mujer,53,No,Sí,ISCED 1-4,3,3,3,5,3,5,3,4,4,3,3,3,3,3,3,2,5,4,4,3,2,4,4
DE,Hombre,52,No,No,ISCED 1-4,5,3,3,3,1,4,2,2,5,3,4,2,2,2,4,2,6,5,5,2,2,5,3
DE,Hombre,19,Sí,No,ISCED 1-4,4,2,3,3,1,5,3,4,2,2,1,2,2,2,4,5,5,3,5,4,3,4,4
DE,Hombre,33,Sí,No,ISCED 7,2,7,3,3,2,2,1,5,3,2,4,2,1,2,2,2,1,2,3,2,1,1,2
DE,Mujer,60,Sí,Sí,ISCED 1-4,3,3,1,3,2,4,3,1,4,1,4,2,2,1,4,3,4,2,5,2,1,3,4
DE,Hombre,68,No,Sí,ISCED 1-4,2,3,3,5,2,2,2,1,1,1,2,1,1,1,1,2,4,2,1,1,1,1,1
DE,Mujer,15,No,No,ISCED 1-4,4,1,4,5,2,4,2,3,4,2,2,3,2,2,4,3,4,2,3,1,1,2,2
DE,Mujer,43,Sí,Sí,ISCED 7,5,7,1,5,2,5,3,3,6,1,2,2,2,2,4,2,4,4,2,1,3,2,3
DE,Hombre,54,No,Sí,ISCED 1-4,3,3,4,4,2,4,3,5,2,2,3,2,3,3,4,3,6,2,4,2,1,5,4
DE,Hombre,43,No,Sí,ISCED 1-4,4,3,2,5,2,5,1,5,2,2,2,5,2,2,4,2,5,3,4,1,1,2,3
DE,Mujer,83,No,Sí,ISCED 1-4,9,2,2,5,1,2,2,3,2,2,1,6,2,1,4,2,6,2,3,2,2,3,5
DE,Mujer,65,No,Sí,ISCED 6,3,6,1,3,2,3,1,1,5,2,2,1,1,1,2,1,4,2,4,1,2,3,2
DE,Mujer,83,No,Sí,ISCED 1-4,1,3,2,3,2,5,1,2,2,2,2,2,2,2,2,2,6,2,3,2,2,2,2
DE,Hombre,16,No,No,ISCED 1-4,3,2,2,3,2,4,4,1,6,2,4,1,1,4,4,3,2,5,4,2,2,4,1
DE,Mujer,54,Sí,Sí,ISCED 5,3,5,2,5,1,4,3,2,5,1,2,1,1,2,3,4,3,4,4,1,1,3,1
DE,Hombre,33,Sí,Sí,ISCED 1-4,2,3,2,3,3,2,4,2,5,3,6,1,1,2,1,4,2,5,1,1,4,1,2
DE,Hombre,63,No,Sí,ISCED 7,4,7,5,6,2,5,4,3,5,1,3,2,2,5,4,5,4,5,4,3,2,4,5
DE,Mujer,75,No,Sí,ISCED 7,4,7,2,3,2,2,3,4,3,2,3,4,2,2,2,2,5,3,2,1,2,2,5
DE,Mujer,60,No,Sí,ISCED 1-4,1,2,6,6,1,4,1,6,1,2,2,4,3,1,2,2,6,4,5,1,2,2,3
DE,Hombre,24,No,Sí,ISCED 1-4,4,2,4,5,2,3,3,4,6,2,4,4,3,2,3,5,5,4,5,2,3,1,3
DE,Mujer,17,No,No,ISCED 1-4,3,2,1,4,1,3,4,3,6,1,1,3,1,2,2,3,3,4,4,1,1,5,2
DE,Mujer,51,Sí,No,ISCED 6,4,6,3,4,1,1,2,6,2,1,5,1,1,1,3,2,5,3,2,1,1,2,5
DE,Hombre,48,Sí,Sí,ISCED 1-4,3,3,3,4,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,1,1,2,3
DE,Hombre,40,No,Sí,ISCED 1-4,3,2,1,5,1,5,4,4,3,2,2,2,3,2,3,3,4,3,4,2,2,3,2
DE,Mujer,69,No,Sí,ISCED 1-4,4,2,4,5,3,4,2,4,3,3,2,4,4,2,4,2,5,2,3,2,3,2,5
DE,Hombre,71,No,Sí,ISCED 6,5,6,2,5,2,2,2,4,5,4,4,4,2,2,2,2,5,3,4,2,3,2,3
DE,Hombre,47,No,Sí,ISCED 1-4,6,3,2,5,3,5,3,5,4,1,1,3,4,2,5,3,4,3,5,2,3,3,4
DE,Mujer,84,No,Sí,ISCED 1-4,2,2,1,6,2,6,2,2,4,2,2,4,1,2,5,2,4,5,6,2,1,2,4
DE,Mujer,85,No,Sí,ISCED 1-4,4,3,4,6,2,4,1,2,4,1,3,2,2,1,4,1,6,4,3,1,1,2,3
DE,Hombre,65,No,Sí,ISCED 6,2,6,1,5,2,4,3,4,4,2,2,2,2,3,4,4,5,2,5,1,2,3,5
DE,Hombre,81,No,Sí,ISCED 6,4,6,3,5,3,5,2,3,2,1,2,3,2,3,3,1,5,2,3,1,1,1,3
DE,Mujer,44,No,Sí,ISCED 5,3,5,1,5,2,4,4,2,4,2,5,2,2,2,3,2,4,3,3,1,2,4,1
DE,Hombre,63,No,Sí,ISCED 6,3,6,3,4,3,3,3,3,4,4,2,3,2,3,4,2,5,4,3,2,1,2,2
DE,Mujer,19,Sí,No,ISCED 5,3,5,2,5,2,3,2,4,4,2,3,3,2,3,1,3,4,3,3,1,3,4,2
DE,Hombre,72,No,Sí,ISCED 5,4,5,1,5,2,3,2,2,2,2,2,3,1,2,2,2,5,2,3,2,1,3,3
DE,Mujer,42,Sí,Sí,ISCED 6,4,6,1,6,1,5,2,4,6,2,1,2,1,1,5,2,6,3,4,1,4,1,5
DE,Hombre,78,No,Sí,ISCED 6,4,6,4,5,2,5,1,4,2,2,2,2,2,2,2,2,5,2,2,2,2,1,3
DE,Hombre,50,No,No,ISCED 1-4,9,2,2,6,3,4,1,3,4,3,3,2,1,1,4,1,4,1,1,1,1,4,4
DE,Mujer,67,No,Sí,ISCED 1-4,1,3,4,6,1,4,1,2,2,1,1,6,6,1,6,1,6,2,6,1,1,1,6
DE,Hombre,51,Sí,Sí,ISCED 5,2,5,4,5,4,4,3,5,4,3,3,4,5,4,4,4,5,3,4,3,4,4,3
DE,Mujer,19,No,No,ISCED 1-4,4,2,4,5,3,5,1,2,2,2,2,3,3,3,5,2,3,2,2,2,2,3,3
DE,Mujer,43,Sí,Sí,ISCED 7,2,7,3,5,2,4,2,5,5,4,4,3,1,2,3,3,4,3,3,2,1,3,4
DE,Hombre,27,Sí,No,ISCED 7,3,7,2,4,1,5,2,4,3,2,2,2,3,2,4,3,5,2,4,2,2,5,4
DE,Mujer,29,Sí,No,ISCED 6,3,6,1,3,2,2,3,3,3,1,4,3,2,2,2,1,4,4,3,2,3,2,2
DE,Mujer,23,Sí,No,ISCED 1-4,4,3,3,5,1,3,4,3,5,2,2,4,2,2,2,3,5,3,4,1,3,5,3
DE,Hombre,18,No,No,ISCED 1-4,3,2,2,5,2,1,4,3,5,1,4,3,3,2,4,3,4,3,4,2,2,2,3
